age,income,existing_debt,loan_amount,credit_history_years,num_late_payments,num_credit_lines,employment_years,debt_to_income,loan_to_income,default_risk
57,65305.53,16286.53,1047.61,1,1,6,10,0.249,0.016,0
49,15218.69,9459.26,14360.21,29,2,10,33,0.622,0.944,1
42,72258.11,18821.31,22339.15,16,2,4,26,0.26,0.309,0
24,33851.29,34988.72,36868.56,7,2,14,20,1.034,1.089,1
40,47019.9,35277.4,25810.65,1,1,1,30,0.75,0.549,1
52,68631.43,13348.77,15423.15,5,2,3,3,0.194,0.225,0
56,55225.33,6734.85,24559.39,21,2,14,16,0.122,0.445,0
24,56638.85,20846.83,23486.81,4,0,9,19,0.368,0.415,0
47,65983.58,11297.74,28874.54,15,0,10,24,0.171,0.438,0
37,58575.81,18917.77,19520.69,7,2,7,39,0.323,0.333,0
32,43177.84,8391.39,32434.37,18,0,13,22,0.194,0.751,0
42,46670.62,17506.92,29893.42,15,2,6,14,0.375,0.641,0
37,54237.57,6880.26,20992.4,12,2,14,32,0.127,0.387,0
30,32088.88,26842.53,18569.31,25,2,1,18,0.837,0.579,1
21,69920.17,9100.22,31036.98,19,2,9,14,0.13,0.444,0
42,55773.08,21611.03,11438.31,6,1,13,4,0.387,0.205,0
46,51495.53,2352.33,1920.65,15,0,9,15,0.046,0.037,0
38,73849.93,22811.74,1852.42,22,1,1,31,0.309,0.025,0
34,47597.73,5336.16,10443.51,15,1,14,21,0.112,0.219,0
49,46351.58,17611.77,27915.83,28,1,13,31,0.38,0.602,0
32,40307.42,25232.01,14926.41,11,1,13,12,0.626,0.37,1
56,56861.34,13000.17,22454.19,13,1,6,37,0.229,0.395,0
55,56169.0,4708.33,14056.45,23,0,7,25,0.084,0.25,0
32,36674.32,19968.13,14151.71,17,0,2,16,0.544,0.386,1
27,46446.12,6590.19,7694.44,26,2,10,4,0.142,0.166,0
49,36807.95,10957.54,18897.25,27,2,8,32,0.298,0.513,0
31,35902.63,17654.63,17898.04,17,0,8,26,0.492,0.499,0
53,15402.04,28606.76,24951.98,15,2,6,4,1.857,1.62,1
26,45381.79,15265.53,23452.37,19,1,9,36,0.336,0.517,0
35,15955.73,15228.58,17634.23,15,1,3,6,0.954,1.105,1
52,40743.69,22375.13,1926.93,12,1,2,17,0.549,0.047,0
31,37746.11,15503.72,32846.95,25,1,2,30,0.411,0.87,0
43,71037.9,21355.3,18979.47,28,3,6,5,0.301,0.267,0
46,29701.3,25785.34,20955.71,8,2,7,1,0.868,0.706,1
54,34776.27,11722.63,39205.94,25,0,6,12,0.337,1.127,1
54,42369.52,0.0,30898.67,27,3,11,10,0.0,0.729,0
49,38397.13,6820.73,25357.39,8,1,3,25,0.178,0.66,0
24,77385.1,27086.82,19972.33,12,2,5,20,0.35,0.258,0
37,27228.65,14662.35,19860.25,28,4,8,1,0.538,0.729,1
55,42411.91,11608.7,22881.37,3,3,6,39,0.274,0.54,0
33,56641.3,26667.85,24882.88,8,1,2,19,0.471,0.439,0
61,67623.67,13986.75,40536.82,14,1,7,16,0.207,0.599,0
59,42395.17,0.0,49679.19,13,0,8,15,0.0,1.172,0
35,11638.01,0.0,23483.13,18,4,4,4,0.0,2.018,1
49,46997.92,19186.48,1000.0,11,0,12,13,0.408,0.021,0
49,77040.57,14331.09,8579.07,20,2,1,23,0.186,0.111,0
31,55643.75,29546.56,41737.96,25,3,2,3,0.531,0.75,1
52,54728.36,7667.31,28623.83,24,3,4,23,0.14,0.523,0
22,28739.64,11904.99,25112.56,5,2,7,8,0.414,0.874,1
34,26686.57,6154.97,17997.95,2,0,2,2,0.231,0.674,0
40,50360.83,9794.06,5731.74,25,2,6,8,0.194,0.114,0
42,21472.42,0.0,40133.48,24,0,2,17,0.0,1.869,1
31,65627.24,11143.15,10121.48,21,2,12,35,0.17,0.154,0
47,33067.08,14481.31,28751.74,19,1,7,18,0.438,0.869,1
23,49506.85,13636.69,4391.58,15,0,2,23,0.275,0.089,0
37,12284.66,36495.53,17415.82,29,2,3,3,2.971,1.418,1
64,42123.96,33334.85,31915.49,19,1,9,8,0.791,0.758,1
48,26282.79,7491.01,17003.67,23,1,13,32,0.285,0.647,0
49,10000.0,0.0,15578.6,22,1,4,0,0.0,1.558,1
41,60836.84,14008.0,20127.64,16,1,14,34,0.23,0.331,0
36,82823.19,18765.1,3967.97,15,3,5,9,0.227,0.048,0
57,72589.47,6395.16,1710.24,5,3,9,11,0.088,0.024,0
40,63633.81,6890.24,28570.84,7,3,7,17,0.108,0.449,0
26,41717.58,30825.55,14933.48,18,4,8,13,0.739,0.358,1
39,66117.8,12424.48,28477.82,29,1,11,9,0.188,0.431,0
25,74477.06,21622.5,33418.2,24,1,3,9,0.29,0.449,0
23,52736.44,5696.94,34383.71,25,2,11,17,0.108,0.652,0
21,26312.8,14430.6,1000.0,1,0,11,23,0.548,0.038,0
58,40012.31,11636.62,11626.05,13,3,4,0,0.291,0.291,1
35,84053.93,8246.27,26451.02,21,2,7,29,0.098,0.315,0
54,48505.12,26553.0,26636.02,11,0,4,14,0.547,0.549,1
55,10000.0,1111.23,46993.25,16,2,2,7,0.111,4.699,1
45,20621.53,18000.57,9108.64,27,1,14,34,0.873,0.442,1
44,41511.03,11448.78,34018.02,26,2,10,17,0.276,0.819,1
32,70716.5,19148.24,24467.3,14,2,6,15,0.271,0.346,0
38,44537.55,11584.23,1000.0,17,1,9,20,0.26,0.022,0
35,71088.63,23671.93,13426.22,15,1,2,14,0.333,0.189,0
64,39476.75,5602.97,23150.34,12,0,1,4,0.142,0.586,0
36,10714.15,26575.53,1000.0,20,3,8,6,2.48,0.093,1
47,40168.78,14711.97,1000.0,16,0,1,6,0.366,0.025,0
28,56898.9,1714.97,1000.0,7,2,1,26,0.03,0.018,0
45,55239.01,21802.15,23109.6,0,0,3,24,0.395,0.418,0
37,24897.85,13011.5,14183.99,28,3,5,21,0.523,0.57,1
49,42976.08,0.0,12560.53,24,2,13,12,0.0,0.292,0
28,103693.48,18324.68,12972.54,25,1,12,16,0.177,0.125,0
35,25334.62,25065.96,2910.53,26,1,9,12,0.989,0.115,1
47,63214.47,27821.36,14523.16,2,0,11,25,0.44,0.23,0
27,10000.0,11216.48,1000.0,15,0,10,8,1.122,0.1,1
23,67275.84,16453.18,34251.69,27,3,2,4,0.245,0.509,0
49,32153.49,15505.36,40307.96,1,3,12,38,0.482,1.254,1
64,58041.77,29898.03,1000.0,14,1,12,32,0.515,0.017,0
44,24169.49,6895.11,14370.44,0,0,1,3,0.285,0.595,1
23,55817.06,10353.41,15151.86,8,0,1,27,0.185,0.271,0
40,31826.99,6652.8,17906.19,15,1,8,25,0.209,0.563,0
35,35699.04,508.49,32018.37,3,2,10,3,0.014,0.897,1
45,58839.72,17477.87,14405.47,11,1,10,15,0.297,0.245,0
50,41392.29,31012.98,18940.98,0,1,10,36,0.749,0.458,1
34,57607.63,13015.16,55748.66,0,4,2,21,0.226,0.968,1
27,46183.17,6181.03,18664.49,6,3,13,35,0.134,0.404,0
37,51349.87,16868.6,41194.88,17,1,9,37,0.329,0.802,0
64,58901.73,20891.18,26023.85,22,3,9,34,0.355,0.442,0
40,42999.63,13436.37,13355.49,27,3,2,24,0.312,0.311,0
56,30079.0,29035.35,11351.19,22,2,3,7,0.965,0.377,1
29,39353.75,6876.38,19912.73,14,2,2,16,0.175,0.506,0
58,73902.78,12130.3,6482.32,25,3,6,17,0.164,0.088,0
42,52323.46,17959.88,9633.61,29,4,7,11,0.343,0.184,0
22,33102.03,18929.64,14923.27,24,2,12,32,0.572,0.451,0
44,58031.21,15472.28,23520.12,12,5,6,22,0.267,0.405,0
28,59366.31,2215.8,41911.97,15,3,3,11,0.037,0.706,0
31,60399.98,38380.11,14180.55,6,1,12,10,0.635,0.235,0
33,30443.26,12640.3,25538.22,15,0,3,12,0.415,0.839,1
37,36352.18,16102.68,1000.0,12,1,12,34,0.443,0.028,0
28,36463.42,21167.61,32723.46,13,2,2,26,0.581,0.897,1
41,42787.04,8634.95,1000.0,16,0,2,24,0.202,0.023,0
38,60778.38,15569.26,29580.64,11,4,11,39,0.256,0.487,0
50,55923.7,8228.1,19028.9,28,1,12,2,0.147,0.34,0
38,57504.34,19155.51,18552.16,23,4,5,24,0.333,0.323,0
51,77080.38,12239.77,16396.82,23,0,11,9,0.159,0.213,0
58,63777.82,17687.19,4384.97,19,2,11,16,0.277,0.069,0
52,47163.97,4534.63,5020.75,12,2,8,2,0.096,0.106,0
31,26322.3,6710.84,30038.24,23,0,6,21,0.255,1.141,1
45,35709.06,1348.59,20143.24,19,2,9,37,0.038,0.564,0
53,44765.9,7894.7,16309.32,14,1,11,13,0.176,0.364,0
58,66582.6,0.0,25320.78,23,3,5,26,0.0,0.38,0
61,49453.36,11929.0,21215.72,20,3,10,19,0.241,0.429,0
28,36876.08,9657.6,10484.82,3,1,4,17,0.262,0.284,1
31,35342.14,16509.11,49531.95,21,0,9,12,0.467,1.401,1
42,48608.44,15446.08,28889.08,1,2,12,5,0.318,0.594,1
44,67799.75,27570.8,21524.82,27,1,10,9,0.407,0.317,0
61,81820.39,40943.1,13836.66,17,2,11,36,0.5,0.169,0
37,45884.63,26375.39,31433.12,1,1,14,28,0.575,0.685,1
32,49105.14,10468.92,10549.19,24,0,5,5,0.213,0.215,0
52,25721.17,10066.09,9538.7,14,0,1,38,0.391,0.371,0
35,88783.85,23686.63,40319.91,29,2,5,10,0.267,0.454,0
36,21979.94,0.0,20368.1,25,0,5,24,0.0,0.927,0
42,73433.25,11847.97,10839.81,18,2,5,29,0.161,0.148,0
48,42693.28,12618.47,20068.23,14,1,13,19,0.296,0.47,0
40,38012.67,20841.31,30202.24,25,3,2,36,0.548,0.795,1
53,27799.93,21138.66,27455.05,19,1,13,15,0.76,0.988,1
30,98200.97,7554.39,31691.15,9,1,6,30,0.077,0.323,0
60,54429.83,10856.27,5005.33,27,0,5,28,0.199,0.092,0
52,50425.61,19451.04,31389.79,23,1,2,5,0.386,0.622,0
53,67734.65,7010.79,17851.29,19,0,12,28,0.104,0.264,0
22,36983.35,27061.18,21069.21,10,1,10,31,0.732,0.57,1
53,50036.92,21091.75,34513.93,25,1,14,8,0.422,0.69,1
53,51126.73,16715.1,28432.71,9,1,8,36,0.327,0.556,0
61,39757.09,18909.41,24212.63,28,0,6,22,0.476,0.609,1
33,73992.76,10331.09,1000.0,22,1,11,15,0.14,0.014,0
50,45626.91,8737.09,19453.98,4,3,10,17,0.191,0.426,0
53,18937.36,10752.78,10583.9,8,2,12,18,0.568,0.559,1
33,43970.05,19999.67,28532.54,19,3,11,1,0.455,0.649,1
46,54983.57,17010.15,31891.5,18,0,3,9,0.309,0.58,0
42,32130.14,10772.86,16375.63,12,2,9,11,0.335,0.51,1
59,33708.1,22495.82,11995.5,17,2,13,17,0.667,0.356,1
22,39074.82,13260.54,38675.61,16,2,11,18,0.339,0.99,1
58,74424.71,8066.89,12762.23,26,2,11,37,0.108,0.171,0
59,40256.84,17543.42,5665.55,5,6,14,36,0.436,0.141,1
46,78582.34,4869.7,10007.95,9,2,4,26,0.062,0.127,0
35,37700.99,0.0,13340.01,1,2,3,13,0.0,0.354,0
54,56500.28,14948.95,9663.64,23,0,7,33,0.265,0.171,0
62,41075.15,8425.86,30144.7,5,1,12,1,0.205,0.734,0
64,65081.66,12458.46,1000.0,27,2,13,32,0.191,0.015,0
60,27634.52,5332.67,9409.28,27,1,14,18,0.193,0.34,0
31,64857.19,27089.32,19430.03,20,4,8,26,0.418,0.3,0
23,52277.39,8385.07,22522.95,12,1,7,29,0.16,0.431,0
26,37200.16,10680.01,40302.02,17,1,1,6,0.287,1.083,1
29,46675.57,18778.83,38542.85,6,1,1,26,0.402,0.826,1
26,80677.1,1233.86,1000.0,1,1,13,20,0.015,0.012,0
29,52756.89,494.5,1000.0,28,4,5,6,0.009,0.019,0
59,35945.44,18809.53,20299.66,13,0,14,24,0.523,0.565,1
51,25906.13,10550.52,11921.78,4,0,8,37,0.407,0.46,1
52,60108.09,5985.05,5695.68,17,1,14,17,0.1,0.095,0
61,53916.9,21033.73,20193.45,10,2,10,32,0.39,0.375,0
32,63900.41,6880.78,22768.37,9,3,11,32,0.108,0.356,0
28,20755.51,12254.88,9932.38,10,0,3,31,0.59,0.479,0
28,26554.79,6038.7,12510.98,26,2,8,24,0.227,0.471,0
48,72937.58,18034.37,10855.5,1,0,3,13,0.247,0.149,0
40,56626.83,28320.76,15062.11,14,2,4,37,0.5,0.266,0
27,60668.02,0.0,26497.33,6,2,10,37,0.0,0.437,0
31,30746.26,16126.58,7065.13,8,1,7,3,0.525,0.23,0
40,30380.26,23565.88,12311.78,4,2,3,17,0.776,0.405,1
36,69825.17,10785.22,15208.61,6,2,4,9,0.154,0.218,0
24,70767.55,3689.58,19918.97,19,0,8,34,0.052,0.281,0
26,28233.61,19209.64,23311.81,1,3,4,34,0.68,0.826,1
42,24412.59,25016.54,44507.09,2,1,9,39,1.025,1.823,1
46,47828.14,23905.22,26865.51,1,2,4,22,0.5,0.562,1
23,34013.03,18659.09,27151.18,20,1,13,24,0.549,0.798,1
61,33596.46,15979.14,16800.64,21,2,14,0,0.476,0.5,1
62,24972.44,6009.87,8241.61,22,2,4,17,0.241,0.33,0
34,40631.32,23652.45,13661.43,18,5,13,14,0.582,0.336,1
31,26906.11,23099.57,11476.01,3,2,5,24,0.859,0.427,1
38,28091.98,3619.42,24706.77,23,1,1,31,0.129,0.879,0
32,55967.84,18644.8,1000.0,19,3,7,19,0.333,0.018,0
43,48896.04,21528.24,27110.4,6,0,9,16,0.44,0.554,0
32,59697.57,23821.14,18593.12,27,2,12,10,0.399,0.311,0
33,17019.33,14250.1,28800.18,21,1,9,12,0.837,1.692,1
45,50197.61,6424.32,11313.1,6,3,1,24,0.128,0.225,0
39,91512.75,9978.84,9183.56,16,1,6,19,0.109,0.1,0
56,42554.55,4927.5,15119.98,18,0,3,24,0.116,0.355,0
28,66494.98,14489.39,14832.21,21,0,4,30,0.218,0.223,0
49,66320.14,12531.15,29676.18,15,0,8,0,0.189,0.447,0
52,67303.97,36450.36,29561.66,2,0,4,15,0.542,0.439,1
64,53333.23,23946.77,42860.28,14,0,8,27,0.449,0.804,0
38,61321.72,24695.48,14054.09,13,0,4,20,0.403,0.229,0
26,63980.27,19713.52,1000.0,14,3,9,29,0.308,0.016,0
38,62708.92,11326.82,15086.93,13,2,6,2,0.181,0.241,0
39,27651.64,12246.1,22767.9,6,5,1,33,0.443,0.823,1
42,15852.31,13161.31,28574.37,24,0,13,5,0.83,1.803,1
57,18928.33,16882.33,23643.25,2,0,10,28,0.892,1.249,1
52,44596.8,18891.7,14044.67,29,1,2,2,0.424,0.315,0
61,61878.53,15007.09,40569.97,16,0,7,32,0.243,0.656,0
23,27911.77,12094.02,7595.17,9,2,10,10,0.433,0.272,1
48,68479.41,9058.84,16704.26,14,1,7,4,0.132,0.244,0
30,39954.5,1073.51,7041.08,28,1,3,31,0.027,0.176,0
55,40144.9,27833.79,20234.92,5,3,1,17,0.693,0.504,1
49,33277.86,37055.3,39068.07,27,2,8,19,1.114,1.174,1
35,12304.27,26993.37,18308.89,16,1,13,38,2.194,1.488,1
53,54586.28,2409.34,18382.4,16,1,13,39,0.044,0.337,0
27,84253.35,22870.17,1000.0,13,2,10,27,0.271,0.012,0
32,48746.71,25237.76,16556.09,23,1,14,12,0.518,0.34,0
50,12987.37,10965.62,33805.84,24,1,11,25,0.844,2.603,1
41,65606.86,19889.27,16997.17,17,0,11,15,0.303,0.259,0
51,17504.04,10436.97,16186.52,24,1,10,24,0.596,0.925,1
44,25819.31,30289.29,33268.57,4,1,7,9,1.173,1.289,1
40,45233.24,18653.71,16237.23,28,0,10,28,0.412,0.359,0
57,52456.87,5828.45,35504.64,7,2,8,37,0.111,0.677,0
24,29826.72,21698.08,4584.32,6,1,1,19,0.727,0.154,1
48,44453.68,25587.81,28134.25,22,2,14,25,0.576,0.633,0
64,64303.25,16981.32,39755.95,3,1,3,31,0.264,0.618,0
40,67043.58,19794.42,32094.28,17,1,13,38,0.295,0.479,0
44,75029.13,14302.47,1000.0,4,4,2,37,0.191,0.013,0
52,88188.37,3657.2,12340.36,15,1,1,23,0.041,0.14,0
61,66197.79,13482.66,17096.58,13,1,5,30,0.204,0.258,0
56,45665.27,20230.4,32119.47,26,3,3,39,0.443,0.703,1
54,67186.28,13719.73,4020.58,26,0,10,11,0.204,0.06,0
56,59334.32,23007.65,7772.76,18,2,8,35,0.388,0.131,0
22,60127.34,11078.18,1000.0,13,2,6,9,0.184,0.017,0
35,53544.38,11734.09,10090.4,8,1,10,5,0.219,0.188,0
54,31758.92,23311.2,4980.72,5,0,14,6,0.734,0.157,1
56,29438.07,17218.53,39174.87,16,0,9,30,0.585,1.331,1
26,48057.64,10882.78,12231.47,18,2,9,26,0.226,0.255,0
59,52978.2,25338.05,28291.1,11,1,11,7,0.478,0.534,1
62,36411.18,8112.64,20215.63,3,1,6,2,0.223,0.555,1
32,58466.84,7730.51,20047.54,15,1,2,39,0.132,0.343,0
23,91615.32,0.0,12902.67,24,2,9,20,0.0,0.141,0
38,15113.39,9460.31,29240.27,10,1,2,0,0.626,1.935,1
60,61644.89,28087.17,21852.13,21,1,3,14,0.456,0.354,0
41,48680.51,0.0,21160.93,3,2,6,6,0.0,0.435,0
35,59013.11,5480.8,12878.95,16,0,2,14,0.093,0.218,0
53,41385.71,19390.69,14842.69,7,3,5,24,0.469,0.359,0
55,47078.8,0.0,27066.93,13,3,2,2,0.0,0.575,0
46,52590.01,9893.01,22760.67,26,1,12,29,0.188,0.433,0
28,43967.32,26408.63,21481.67,1,0,4,13,0.601,0.489,1
56,19589.17,35430.26,10951.49,10,1,11,3,1.809,0.559,1
50,45321.7,17902.47,43329.29,10,2,11,35,0.395,0.956,1
43,21671.33,5735.33,14243.52,23,2,3,2,0.265,0.657,1
62,63063.86,5398.71,19636.97,21,1,5,4,0.086,0.311,0
64,12689.1,16449.08,17755.6,23,4,6,24,1.296,1.399,1
34,70573.09,17809.63,43456.53,5,3,13,30,0.252,0.616,1
34,58591.26,33579.29,16510.22,20,4,7,10,0.573,0.282,1
22,58667.77,24708.05,15411.9,20,2,10,7,0.421,0.263,0
57,10000.0,15841.06,21419.73,13,1,8,25,1.584,2.142,1
25,43428.01,11647.93,11677.51,29,0,9,1,0.268,0.269,0
58,73071.27,45147.12,21339.2,9,2,14,27,0.618,0.292,0
61,39627.84,21265.95,48459.24,25,2,4,9,0.537,1.223,1
34,28438.76,8312.48,23596.35,26,2,4,38,0.292,0.83,0
59,37266.6,12753.77,23158.95,7,0,7,36,0.342,0.621,0
45,48634.45,6225.45,11385.14,6,0,12,38,0.128,0.234,0
40,32972.59,0.0,40510.49,7,1,10,20,0.0,1.229,1
22,74676.34,18126.51,43268.39,27,2,10,27,0.243,0.579,0
59,48706.65,32824.54,30232.16,7,6,11,37,0.674,0.621,1
26,38888.61,0.0,27846.0,22,2,9,32,0.0,0.716,0
37,23973.13,15552.63,17182.82,1,0,11,10,0.649,0.717,1
45,59688.93,7930.95,24696.05,26,0,2,0,0.133,0.414,0
48,59233.33,20215.03,9978.11,15,3,13,32,0.341,0.168,0
22,34155.82,13276.7,6486.63,8,1,11,2,0.389,0.19,0
55,10000.0,1399.45,2151.68,12,2,6,25,0.14,0.215,0
57,58215.24,5188.96,24928.09,22,2,10,14,0.089,0.428,0
25,46263.93,6696.99,3459.51,11,1,10,13,0.145,0.075,0
21,56721.42,28443.18,14004.38,26,2,8,22,0.501,0.247,0
60,89143.49,27932.59,19265.25,21,8,13,7,0.313,0.216,0
32,49463.36,11886.52,31943.48,24,1,5,35,0.24,0.646,0
56,39723.23,27278.03,13061.36,28,3,5,19,0.687,0.329,1
43,27053.56,13268.16,33359.27,16,1,8,5,0.49,1.233,1
51,43751.56,11733.37,31269.91,26,2,1,32,0.268,0.715,0
31,53211.55,15571.18,7144.3,1,0,6,27,0.293,0.134,0
30,51066.15,17848.25,33473.91,12,1,10,37,0.35,0.656,0
23,84469.31,9445.55,16597.03,0,3,13,29,0.112,0.196,0
34,59981.71,15218.66,14012.59,25,0,9,16,0.254,0.234,0
36,47303.98,22873.23,16647.76,27,3,12,8,0.484,0.352,0
30,35868.79,16295.4,19957.93,18,0,6,27,0.454,0.556,0
49,55333.46,15427.83,15019.46,10,1,7,6,0.279,0.271,0
30,31859.84,19941.8,9923.7,4,2,4,27,0.626,0.311,1
32,53596.62,21667.06,10984.93,0,0,12,16,0.404,0.205,0
50,59748.28,14373.84,21667.31,19,0,10,39,0.241,0.363,0
61,45670.96,10258.19,18074.44,29,3,1,4,0.225,0.396,0
21,37394.27,16892.03,26327.72,12,1,9,4,0.452,0.704,1
25,10000.0,0.0,20628.35,7,4,12,13,0.0,2.063,1
40,72876.73,12896.78,20924.17,5,0,6,5,0.177,0.287,0
28,58066.01,0.0,27113.75,28,2,3,6,0.0,0.467,0
63,58552.35,0.0,37027.02,16,2,4,16,0.0,0.632,0
32,18772.95,0.0,37508.27,11,1,10,8,0.0,1.998,1
21,77596.77,25473.52,36084.88,0,2,12,30,0.328,0.465,0
40,40695.66,15139.82,30445.39,2,5,6,21,0.372,0.748,1
48,44224.09,2379.51,45024.93,13,1,6,8,0.054,1.018,1
63,28614.26,19910.66,25253.89,25,2,12,15,0.696,0.883,1
57,14261.09,24886.54,23906.55,7,0,9,35,1.745,1.676,1
57,73146.93,20084.86,46927.06,10,1,4,33,0.275,0.642,0
32,75731.95,13112.9,1000.0,26,2,5,12,0.173,0.013,0
57,46689.44,17324.87,17433.24,13,3,5,18,0.371,0.373,1
64,36412.31,24014.97,35029.95,7,2,3,11,0.66,0.962,1
48,42459.12,10307.54,31763.16,28,1,2,35,0.243,0.748,0
35,43007.7,15298.67,50787.82,2,0,8,9,0.356,1.181,1
26,26002.81,12428.07,21289.83,6,1,10,15,0.478,0.819,1
64,44154.9,0.0,14830.19,27,2,9,27,0.0,0.336,0
40,53062.04,24165.68,16014.98,18,1,10,18,0.455,0.302,0
34,70363.14,35572.72,23816.82,3,1,11,39,0.506,0.338,0
22,50284.88,6262.05,39459.77,24,0,13,5,0.125,0.785,0
29,18472.97,24626.8,39609.69,15,1,9,3,1.333,2.144,1
57,57070.96,6580.06,19327.82,12,2,14,29,0.115,0.339,0
40,44881.39,16327.88,23036.1,19,2,5,38,0.364,0.513,0
46,77408.19,30080.12,12660.78,18,1,11,30,0.389,0.164,0
49,78589.16,9795.61,13913.41,4,2,9,26,0.125,0.177,0
21,79289.09,14853.14,32555.09,22,2,4,20,0.187,0.411,0
55,38768.24,0.0,39226.54,4,1,2,36,0.0,1.012,0
26,89797.1,8357.96,11632.6,19,0,3,8,0.093,0.13,0
57,57018.85,0.0,22915.48,23,2,1,34,0.0,0.402,0
25,82527.61,19291.78,17083.06,3,1,5,20,0.234,0.207,0
53,39947.61,23316.38,30366.46,1,2,1,16,0.584,0.76,1
34,44028.07,12783.65,15337.81,25,0,12,23,0.29,0.348,0
32,55480.55,17858.87,1000.0,12,1,11,30,0.322,0.018,0
62,53037.55,11742.7,32044.29,29,1,1,5,0.221,0.604,0
40,75096.24,22405.45,16358.2,15,1,14,34,0.298,0.218,0
44,45357.41,16294.62,17606.68,21,1,11,36,0.359,0.388,0
63,73292.3,0.0,25227.06,1,0,11,12,0.0,0.344,0
54,64644.69,24399.81,24234.0,18,3,13,24,0.377,0.375,0
45,45732.16,11104.57,25473.46,16,1,7,31,0.243,0.557,0
49,63093.53,2296.21,1000.0,4,1,2,0,0.036,0.016,0
59,40534.7,10610.66,26675.71,24,2,8,34,0.262,0.658,0
51,97004.12,0.0,1000.0,17,1,6,18,0.0,0.01,0
63,10000.0,2501.11,29234.78,27,1,4,11,0.25,2.923,1
43,63458.86,16429.5,33420.58,22,0,9,39,0.259,0.527,0
64,14708.08,17267.12,3577.76,20,1,10,39,1.174,0.243,1
58,45486.87,18064.39,23941.2,17,1,8,19,0.397,0.526,0
40,48287.84,15032.1,32686.15,7,2,13,32,0.311,0.677,1
43,80152.67,8071.35,14611.96,26,5,10,28,0.101,0.182,0
36,36156.96,14455.41,28083.64,14,1,3,15,0.4,0.777,1
62,76160.24,10627.93,1000.0,12,6,3,13,0.14,0.013,0
28,26423.67,0.0,33178.35,12,1,4,6,0.0,1.256,1
41,76933.39,7275.85,20359.93,15,0,14,5,0.095,0.265,0
21,40513.09,23895.41,16906.05,21,2,9,20,0.59,0.417,1
28,51468.69,30882.94,31808.5,19,2,9,35,0.6,0.618,0
49,43272.43,21512.75,40751.48,12,2,5,21,0.497,0.942,1
52,75647.27,30436.98,25828.59,19,1,12,39,0.402,0.341,0
58,71754.8,15853.89,39304.57,1,2,9,18,0.221,0.548,0
25,58870.03,32423.76,1360.6,2,4,6,24,0.551,0.023,0
42,26962.63,35544.88,27991.39,14,3,8,2,1.318,1.038,1
54,35699.56,0.0,18415.95,22,3,11,35,0.0,0.516,0
21,29428.47,17214.93,10541.37,18,0,8,33,0.585,0.358,0
46,10000.0,15864.3,1000.0,12,1,12,10,1.586,0.1,1
63,75226.36,10758.96,27341.44,4,2,10,26,0.143,0.363,0
30,43443.53,19919.16,30503.48,25,1,7,1,0.459,0.702,0
50,43230.12,15411.25,36104.27,21,2,4,5,0.356,0.835,1
38,79922.04,7645.51,34117.89,5,2,4,1,0.096,0.427,0
37,40480.23,14733.95,10739.48,13,0,6,16,0.364,0.265,0
46,33190.58,27045.95,35488.47,3,3,14,39,0.815,1.069,1
28,45505.09,16825.38,36756.17,21,2,9,13,0.37,0.808,1
60,27346.62,21269.55,16880.19,18,1,7,9,0.778,0.617,1
32,56887.12,12229.47,20341.14,22,3,5,32,0.215,0.358,0
47,42526.76,19520.64,8790.15,6,1,5,11,0.459,0.207,0
28,39854.57,2907.85,37770.64,3,4,8,31,0.073,0.948,1
45,38121.94,10002.8,1858.55,1,0,6,23,0.262,0.049,0
24,47875.57,13973.31,26419.65,26,0,1,13,0.292,0.552,0
53,51669.62,2236.64,12838.05,6,5,1,4,0.043,0.248,0
21,39600.5,6697.83,6705.77,2,0,9,4,0.169,0.169,0
39,42824.68,18131.12,1000.0,14,1,8,31,0.423,0.023,0
51,48369.54,16298.32,17415.13,0,1,6,32,0.337,0.36,0
36,46351.64,23063.65,4824.98,1,1,13,3,0.498,0.104,0
34,50621.52,8994.89,20677.03,9,1,1,29,0.178,0.408,0
25,36466.58,15576.02,41232.05,15,2,14,16,0.427,1.131,1
61,70091.86,8281.33,22394.09,24,2,2,2,0.118,0.319,0
46,51936.56,22061.29,43967.37,27,0,10,12,0.425,0.847,0
48,39923.06,26907.46,8212.72,14,0,3,35,0.674,0.206,0
22,56887.68,19833.25,4628.71,23,3,10,17,0.349,0.081,0
26,48512.63,25611.94,7675.81,14,0,12,22,0.528,0.158,0
29,15323.47,15325.0,19218.79,13,0,3,34,1.0,1.254,1
53,56819.05,23055.94,52675.38,21,1,2,32,0.406,0.927,0
61,29609.88,15754.18,1000.0,13,3,12,35,0.532,0.034,0
45,68688.56,4750.72,27435.96,5,2,2,16,0.069,0.399,0
33,45165.01,17467.21,11600.42,13,1,6,38,0.387,0.257,0
29,65601.41,5047.03,17314.36,16,0,7,33,0.077,0.264,0
33,37395.63,38391.29,4903.76,17,2,4,11,1.027,0.131,1
51,51398.59,11659.12,30549.66,19,0,1,4,0.227,0.594,0
61,74204.87,21450.38,19472.9,18,0,6,39,0.289,0.262,0
31,44619.67,14875.87,33049.44,29,1,7,26,0.333,0.741,0
24,38183.66,2663.87,22102.94,16,0,4,39,0.07,0.579,0
54,63100.81,0.0,1000.0,15,3,6,12,0.0,0.016,0
58,62713.23,22490.14,33158.51,7,1,9,25,0.359,0.529,0
24,39025.02,30493.41,1000.0,6,1,4,13,0.781,0.026,0
